SystemDate,AccountNumber,OfficeRR,Currency,SecurityType,Symbol,CUSIP,Sedol,SecurityDescription,TodayUnrealizedPL,TodayRealizedPL,TodayCouponInterest,TodayFundingInterest,TodayTotalPL,MTDUnrealizedPL,MTDRealizedPL,MTDCouponInterest,MTDFundingInterest,MTDTotalPL
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,279721BJ2,,EDGAR CNTY ILL GO BDS                   2023,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,63.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,286663LR8,,ELIZABETH-FORWARD PA SCH DIST G.O. BDS                 1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,286821PF4,,ELIZABETHTON TENN GO REF BDS               2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,288718DB2,,ELLIS CNTY TEX FRESH WTR SUPPL Y DIST NO 1 UNLTD TAX RD BDS 2 023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,292528CJ3,,ENCINITAS CALIF SPL TAX REF TAXABLE BDS          2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,295244AV9,,ERIE FARM MET DIST COLO GO LTD TAX REF AND IMPT  2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,296110GD5,,ESCAMBIA CNTY FLA HEALTH FACS CARE BDS                 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,296110GF0,,ESCAMBIA CNTY FLA HEALTH FACS CARE BDS                 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,302644FQ7,,FSU FINL ASSISTANCE INC FLA ED REV BDS                  A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30382AMQ2,,FAIRFAX CNTY VA PUB IMPT BDS             2023A,0.0,150.0,0.0,0.0,150.0,0.0,150.0,0.0,0.0,150.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30382AMU3,,FAIRFAX CNTY VA PUB IMPT BDS             2023A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,304244BH8,,FAIRFIELD CONN GO BDS                   2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30734CDD2,,FAR NORTH FT WORTH MUN UTIL DI UNTD TAX UTIL BDS        2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30734CDT7,,FAR NORTH FT WORTH MUN UTIL DI UNTD TAX UTIL BDS        2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30734CDY6,,FAR NORTH FT WORTH MUN UTIL DI ST NO 1 TEX UNTD TAX UTIL BDS 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,30734CEA7,,FAR NORTH FT WORTH MUN UTIL DI UNTD TAX UTIL BDS        2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,31200CDC7,,FAU FIN CORP FLA CAP IMPT REV BDS                      2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,312680CU3,,FAYETTEVILLE ARK SCH DIST NO 0 REF AND CONSTR BDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,312680DC2,,FAYETTEVILLE ARK SCH DIST NO 0 REF AND CONSTR BDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,33849FBN1,,FLAMINGO ISLES MUN UTIL DIST T UTLD TAX REF BDS         2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34061UDW5,,FLORIDA DEV FIN CORP EDL FACS BDS                      2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34061WBX1,,FLORIDA DEV FIN CORP SR LIVING BDS                      2022A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34074MXD8,,FLORIDA HSG FIN CORP HOMEOWNER MTG REV BDS    2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,340765HK5,,FLORIDA KEYS AQUEDUCT AUTH WTR REF BDS                  2015A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,341426S96,,FLORIDA ST BRD ED CAP OUTLAY REF BDS                  2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34153QGW0,,FLORIDA ST BRD ED PUB ED CAP OUTLAY REF BDS       2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34153QUN4,,FLORIDA ST BRD ED PUB ED REF CAP OUTLAY BDS       2021,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,105.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34157WAR0,,FLORIDA ST BRD GOVERNORS FLA P BDS                      2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34157WBA6,,FLORIDA ST BRD GOVERNORS FLA P BDS                      2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,342816J22,,FLORIDA ST MUN PWR AGY REV REF BDS                  2016A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34281PUR2,,FLORIDA ST GOVERNMENTAL UTIL A REF BDS                  2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,343280EV1,,FLORISSANT MO GO BDS                   2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,343487Z98,,FLOWER MOUND TEX CTFS OBLIG               2015A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34407NAK3,,FLYING HORSE MET DIST NO 2 COL GO LTD TAX REF IMPT BDS  2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34424PAZ4,,FOLEY ALA PUB ATHLETIC & SPORT ATHLETIC AND SPORTS FACS 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,3464242J2,,FORNEY TEX INDPT SCH DIST ULTD TAX REF BDS         2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,346766H50,,FORT BEND CNTY TEX UNLTD TAX RD BDS         2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,346788NE8,,FORT BEND CNTY TEX LEVEE IMPT UNLTD TX BDS             2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34679VDD9,,FORT BEND CNTY TEX MUN UTIL DI ULTD TAX BDS             2014,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34679VFB1,,FORT BEND CNTY TEX MUN UTIL DI ULTD TAX BDS             2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34680DBE6,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,346817BP3,,FORT BEND CNTY TEX TOLL RD REV REV BDS                  2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34682EJS3,,FORT BEND CNTY TEX MUN UTIL DI ULTD TAX BDS             2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34683CSQ0,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34683NBV3,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TX RD BDS          2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34683NDT6,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX RD BDS         2019A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34683TDW6,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34684THB7,,FORT BEND-WALLER CNTYS TEX MUN UNLTD TAX BDS            2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34684THW1,,FORT BEND-WALLER CNTYS TEX MUN UNLTD TAX RD BDS         2023,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,156.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34685LKP8,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX RD BDS         2023A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34685LKY9,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX RD BDS         2023A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34686UAC7,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX RD BDS         2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34686YBE4,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,34686YBM6,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,346901T76,,FORT BEND CNTY TEX MUN UTIL DI UNLTD TAX BDS            2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,346901VB4,,FORT BEND CNTY TEX MUN UTIL DI ULTD TAX REF BDS         2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,347068BX5,,FORT CALHOUN NEB RURAL FIRE PR EQUIP REF BDS            2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,354592VY0,,FRANKLIN PA REGL SCH DIST GO BDS                   2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,354802HQ6,,FRANKLIN TEX INDPT SCH DIST UNLTD TAX BLDG BDS       2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,357172YA7,,FREMONT CALIF UN HIGH SCH DIST GO BDS                   A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,358776HN5,,FRISCO TEX GO REF AND IMPT BDS      2015A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,35880CP99,,FRISCO TEX INDPT SCH DIST UNLTD TAX BLDG BDS       2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,35880CTZ7,,FRISCO TEX INDPT SCH DIST ULTD TAX SCH BLDG AND RE 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,35880CY99,,FRISCO TEX INDPT SCH DIST UNLTD TAX BLDG BDS       2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,35986CNE3,,FULSHEAR MUN UTIL DIST NO 3A T UNLTD TAX RD BDS         2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,362762PQ3,,GAINESVILLE & HALL CNTY GA HOS CTFS                     2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,362762PS9,,GAINESVILLE & HALL CNTY GA HOS 2020 A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,362762QR0,,GAINESVILLE & HALL CNTY GA HOS CTFS                     2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,362848UC5,,GAINESVILLE FLA UTILS SYS REV BDS                      2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,363082LQ9,,GAINESVILLE TEX INDPT SCH DIST ULTD TAX REF BDS         2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,363388HK8,,GALESBURG-AUGUSTA MICH CMNTY S GO UNLTD TAX BLDG SITE B 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,36423FBQ1,,GALVESTON CNTY TEX MUN UTIL DI ULTD TAX REF BDS         2015C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,36423GFN2,,GALVESTON CNTY TEX MUN UTIL DI UNLTD TAX BDS            2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,365154UA9,,GARDEN CITY N Y PUB IMPT BDS             2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,366375PT4,,GARRARD CNTY KY SCH DIST FIN C BDS                      2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,36829QAA3,,GDB DEBT RECOVERY AUTH OF COMW TAXABLE,0.0,0.0,0.0,0.0,0.0,0.0,166.122,0.0,0.0,166.122
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,371744DC4,,GENESEE VALLEY CENT SCH DIST N BDS                      2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,373046YH8,,GEORGETOWN TEX INDPT SCH DIST VAR RATE UNLTD TAX BLDG  2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,373271AA3,,GEORGIA LOC GOVT CTFS PARTN COPS                     1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,3733842W5,,GEORGIA ST GO BDS                   2015B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,3733846H4,,GEORGIA ST GO REF BDS               2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,37353PAG4,,GEORGIA ST HSG & FIN AUTH REV SINGLE FAMILY MTG BDS    2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,37353PDC0,,GEORGIA ST HSG & FIN AUTH REV SINGLE FAMILY MTG BDS    2019A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,373586HT6,,GEORGIA ST PORTS AUTH REV BDS                      2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,377136PS9,,GLASSBORO N J GO BDS                   2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,380334MB5,,GODLEY TEX INDPT SCH DIST UNLTD TAX BLDG BDS       2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,383358EQ7,,GOSHEN N Y CENT SCH DIST GO SCH DIST PUB LIBR SER 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,385230AC1,,GRAND BLANC ACADEMY MICH CTFS CTFS OF PARTN            2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,38546WDA5,,GRAND FORKS N D HEALTH CARE SY BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,38611TDN4,,GRAND PARKWAY TRANSN CORP TEX FIRST TIER REF BDS       2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,386316NF6,,GRAND RAPIDS MICH WTR SUPPLY S REV IMPT AND REF BDS     2016,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,39081JDK1,,GREAT LAKES WTR AUTH MICH WTR SECOND LIEN BDS          2020,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,250.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,39160CBN6,,GREATER ASHEVILLE REGL ARPT AU AMT BDS                  2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,392276AW1,,GREATER OUACHITA WTR CO INC LA REF BDS                  2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,39239HUE1,,GREATER TEXOMA UTIL AUTH TEX C BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,39264MDZ0,,GREEN BAY WIS HSG AUTH HSG REV STUDENT-UNIV VLG HSG INC 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,394514HE6,,GREENE CNTY MO REORG SCH DIST GO BLDG BDS              2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,394514HG1,,GREENE CNTY MO REORG SCH DIST GO BLDG BDS              2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,396649EL5,,GREENEVILLE TENN HEALTH & EDL BDS                      2018A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,398346CU8,,GRIFFITH IND REDEV AUTH LEASE BDS                      2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,399267HH9,,GROSSMONT-CUYAMACA CALIF CMNTY TAXABLE GO REF BDS       2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40065FCH5,,GUAM GOVT WTRWKS AUTH WTR & WA REV BDS                  2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40065NCH8,,GUAM GOVT BUSINESS PRIVILEGE T REF BDS                  2015D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40220MAD3,,GULF COAST INDL DEV AUTH TEX S REV BDS                  1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,403283LJ1,,GURDON ARK SCH DIST NO 60 CLAR REF CONSTR BDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40444DAA9,,HTA HRRB 2007CC-745181C88 ASSU CTFS,0.0,0.0,0.0,0.0,0.0,0.0,126.6,0.0,0.0,126.6
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40444EAA7,,HTA TRRB 2002E-745190HJ0 ASSUR CTFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40445AAA4,,HTA TRRB-2007N- 745190M70/7451 CTFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40445GAA1,,HTA TRRB-2007N-745190ZS0 ASSUR CTFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,40445KAA2,,HTA TRRB-2007N-745190Y69 ASSUR CTFS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,405815LG4,,HALIFAX HOSP MED CTR FLA HOSP HOSP REV REF AND IMPT BD 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,413844GT2,,HARRIS-BRAZORIA CNTYS TEX MUN UNLTD TAX BDS            2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,413890EL4,,HARRIS CNTY-HOUSTON SPORTS AUT REF BDS                  A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,413905EK2,,HARRIS CNTY TEX WTR CTL & IMPT UNLTD TAX BDS            2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,413928HX3,,HARRIS CNTY TEX MUN UTIL DIST ULTD TAX REF BDS         2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,413958SK6,,HARRIS CNTY TEX MUN UTIL DIST ULTD TAX REF BDS         2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,414005SU3,,HARRIS CNTY TEX ULTD TAX ROAD REF BDS    2014A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,41415WCT7,,HARRIS CNTY TEX HOSP DIST REV SR LIEN REF REV BDS      2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,41419QFJ5,,HARRIS CNTY TEX MUN UTIL DIST UNLTD TAX BDS            2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,41420LXL8,,HARRIS CNTY TEX MUN UTIL DIST UNLTD TAX PK BDS         2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,41421GFL8,,HARRIS CNTY TEX MUN UTIL DIST ULTD TAX RD BDS          2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/20/2023,66EG99EG,EG02,USD,Municipal Bonds,,41422LCS4,,HARRIS CNTY TEX MUN UTIL DIST ULTD TAX BDS             2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
